ric,position_type,knowledge_date,effective_date,account,direction,qty,purpose
GOOGL.L,TD,2016-09-23,2016-09-26,ICP8737,Credit,1400,Outright
DIS.L,SD,2016-05-15,2016-05-15,ICP6219,Credit,1300,Outright
APPL.OQ,TD,2017-09-24,2017-09-27,ICP3905,Debit,900,Outright
TSLA.OQ,SD,2016-03-23,2016-03-23,ICP8336,Credit,100,Outright
DIS.N,SD,2016-07-26,2016-07-26,ICP2330,Debit,100,Outright
AMZN.OQ,TD,2017-08-17,2017-08-20,ICP4800,Debit,1300,Outright
FB.N,SD,2016-06-04,2016-06-04,ICP6763,Debit,600,Outright
IBM.N,TD,2016-12-06,2016-12-09,ICP8347,Debit,1400,Outright
AMZN.OQ,SD,2017-05-02,2017-05-02,ICP3265,Debit,500,Outright
APPL.L,SD,2016-11-16,2016-11-16,ICP5037,Credit,1000,Outright
IBM.OQ,TD,2016-05-21,2016-05-24,ICP1868,Credit,1200,Outright
F.OQ,SD,2017-09-19,2017-09-19,ICP4110,Debit,300,Outright
APPL.OQ,TD,2016-04-11,2016-04-14,ICP7267,Debit,1000,Outright
DIS.L,SD,2016-02-02,2016-02-02,ICP5518,Credit,1900,Outright
APPL.L,SD,2017-06-16,2017-06-16,ICP7318,Credit,600,Outright
F.N,TD,2017-07-09,2017-07-12,ICP3660,Credit,1900,Outright
DIS.OQ,SD,2016-12-04,2016-12-04,ICP2561,Credit,1000,Outright
FB.L,SD,2017-07-21,2017-07-21,ICP4140,Debit,900,Outright
GOOGL.N,SD,2017-09-17,2017-09-17,ICP1659,Debit,1500,Outright
AMZN.L,SD,2017-06-17,2017-06-17,ICP5702,Credit,600,Outright
APPL.L,TD,2016-06-01,2016-06-04,ICP2332,Debit,200,Outright
DIS.OQ,TD,2017-07-19,2017-07-22,ICP8946,Credit,2000,Outright
F.OQ,SD,2016-05-27,2016-05-27,ICP5514,Debit,1300,Outright
TSLA.L,TD,2017-10-14,2017-10-17,ICP2381,Debit,1500,Outright
FB.L,SD,2016-08-18,2016-08-18,ICP9276,Debit,1200,Outright
GOOGL.L,SD,2016-04-08,2016-04-08,ICP0158,Debit,1700,Outright
FB.N,TD,2017-07-22,2017-07-25,ICP2628,Credit,1700,Outright
AMZN.L,SD,2017-01-03,2017-01-03,ICP7283,Debit,300,Outright
TSLA.L,TD,2016-10-14,2016-10-17,ICP8686,Credit,700,Outright
DIS.N,TD,2016-12-18,2016-12-21,ICP7245,Credit,1700,Outright
DIS.L,TD,2017-07-19,2017-07-22,ICP4116,Debit,1100,Outright
FB.L,SD,2017-11-17,2017-11-17,ICP5930,Debit,1800,Outright
FB.L,SD,2016-05-14,2016-05-14,ICP0850,Debit,900,Outright
GOOGL.L,TD,2016-06-25,2016-06-28,ICP1066,Debit,2000,Outright
F.N,TD,2016-05-26,2016-05-29,ICP8399,Debit,600,Outright
APPL.OQ,TD,2017-03-14,2017-03-17,ICP5067,Credit,100,Outright
AMZN.N,SD,2016-01-08,2016-01-08,ICP2584,Debit,1400,Outright
FB.L,TD,2017-10-05,2017-10-08,ICP2726,Debit,1500,Outright
FB.L,SD,2016-03-03,2016-03-03,ICP5522,Debit,200,Outright
F.N,SD,2017-03-18,2017-03-18,ICP6195,Credit,1800,Outright
IBM.N,TD,2017-02-13,2017-02-16,ICP3816,Debit,400,Outright
IBM.L,SD,2017-09-24,2017-09-24,ICP7096,Credit,2000,Outright
F.L,SD,2016-04-14,2016-04-14,ICP7355,Credit,1000,Outright
APPL.N,TD,2017-01-24,2017-01-27,ICP9179,Credit,700,Outright
TSLA.OQ,TD,2017-02-23,2017-02-26,ICP0267,Credit,1800,Outright
F.N,SD,2017-09-28,2017-09-28,ICP1534,Credit,800,Outright
APPL.N,TD,2017-10-18,2017-10-21,ICP7301,Credit,600,Outright
GOOGL.OQ,SD,2016-12-15,2016-12-15,ICP9390,Credit,1000,Outright
DIS.N,TD,2016-04-19,2016-04-22,ICP4746,Debit,2000,Outright
F.L,SD,2017-01-04,2017-01-04,ICP1428,Credit,600,Outright
TSLA.OQ,SD,2017-08-03,2017-08-03,ICP0017,Credit,1700,Outright
GOOGL.N,SD,2016-04-28,2016-04-28,ICP2132,Credit,300,Outright
IBM.L,SD,2017-04-23,2017-04-23,ICP9196,Credit,2000,Outright
IBM.L,TD,2017-04-07,2017-04-10,ICP0248,Debit,200,Outright
TSLA.OQ,TD,2017-09-03,2017-09-06,ICP6073,Debit,1600,Outright
AMZN.N,TD,2017-01-07,2017-01-10,ICP1857,Debit,600,Outright
IBM.L,SD,2016-06-10,2016-06-10,ICP3234,Credit,1000,Outright
GOOGL.N,SD,2017-08-17,2017-08-17,ICP6774,Debit,300,Outright
APPL.L,TD,2017-01-23,2017-01-26,ICP2074,Credit,500,Outright
F.L,SD,2016-02-05,2016-02-05,ICP7461,Debit,1300,Outright
AMZN.N,TD,2016-05-14,2016-05-17,ICP6051,Debit,100,Outright
FB.N,TD,2017-02-02,2017-02-05,ICP3828,Credit,1500,Outright
IBM.L,SD,2017-06-03,2017-06-03,ICP1331,Debit,1800,Outright
DIS.OQ,SD,2017-04-23,2017-04-23,ICP0035,Debit,1700,Outright
AMZN.L,TD,2017-10-02,2017-10-05,ICP5838,Debit,1500,Outright
F.OQ,SD,2017-01-28,2017-01-28,ICP3439,Debit,800,Outright
F.OQ,SD,2016-12-05,2016-12-05,ICP6118,Credit,300,Outright
GOOGL.N,SD,2016-04-05,2016-04-05,ICP2070,Debit,1500,Outright
FB.L,SD,2016-03-26,2016-03-26,ICP4937,Credit,1100,Outright
FB.N,SD,2016-10-22,2016-10-22,ICP3162,Debit,1100,Outright
TSLA.OQ,TD,2017-07-21,2017-07-24,ICP4168,Credit,1200,Outright
FB.OQ,SD,2016-10-10,2016-10-10,ICP9390,Credit,1700,Outright
GOOGL.L,SD,2016-10-12,2016-10-12,ICP5886,Debit,2000,Outright
F.OQ,SD,2017-07-18,2017-07-18,ICP2287,Debit,1800,Outright
FB.N,SD,2017-05-01,2017-05-01,ICP4505,Credit,200,Outright
DIS.N,SD,2017-09-07,2017-09-07,ICP4991,Credit,900,Outright
GOOGL.L,SD,2017-08-24,2017-08-24,ICP3532,Credit,1500,Outright
TSLA.N,SD,2016-10-13,2016-10-13,ICP1183,Credit,1100,Outright
F.OQ,SD,2016-05-24,2016-05-24,ICP2854,Credit,1400,Outright
IBM.OQ,TD,2016-06-02,2016-06-05,ICP2546,Debit,1200,Outright
F.OQ,TD,2016-08-21,2016-08-24,ICP2440,Debit,1200,Outright
GOOGL.N,TD,2016-07-25,2016-07-28,ICP7577,Debit,600,Outright
IBM.OQ,SD,2016-10-22,2016-10-22,ICP9145,Debit,1800,Outright
FB.L,SD,2016-11-18,2016-11-18,ICP7952,Credit,1900,Outright
F.N,TD,2017-02-21,2017-02-24,ICP0761,Credit,2000,Outright
IBM.N,SD,2017-07-28,2017-07-28,ICP5933,Debit,1700,Outright
APPL.OQ,SD,2016-03-16,2016-03-16,ICP5117,Debit,200,Outright
F.L,TD,2016-06-06,2016-06-09,ICP9602,Credit,500,Outright
F.N,TD,2016-08-07,2016-08-10,ICP8820,Debit,2000,Outright
APPL.N,SD,2017-09-20,2017-09-20,ICP9132,Debit,900,Outright
DIS.OQ,SD,2017-07-09,2017-07-09,ICP5305,Credit,1400,Outright
AMZN.L,TD,2016-11-24,2016-11-27,ICP7107,Credit,1300,Outright
GOOGL.OQ,SD,2017-12-01,2017-12-01,ICP0301,Credit,1200,Outright
FB.OQ,TD,2017-05-18,2017-05-21,ICP6452,Credit,2000,Outright
TSLA.OQ,TD,2016-11-26,2016-11-29,ICP4289,Credit,2000,Outright
F.L,TD,2016-12-09,2016-12-12,ICP4129,Credit,1000,Outright
TSLA.N,SD,2016-02-03,2016-02-03,ICP2471,Debit,1700,Outright
FB.L,TD,2017-11-10,2017-11-13,ICP4353,Credit,300,Outright
FB.OQ,SD,2016-11-26,2016-11-26,ICP6986,Debit,1000,Outright
GOOGL.N,SD,2017-06-15,2017-06-15,ICP2697,Debit,400,Outright
APPL.OQ,SD,2017-06-23,2017-06-23,ICP2538,Credit,500,Outright
APPL.OQ,TD,2017-07-23,2017-07-26,ICP2083,Credit,1600,Outright
IBM.N,SD,2016-11-22,2016-11-22,ICP6797,Debit,1700,Outright
FB.N,SD,2016-01-05,2016-01-05,ICP2333,Debit,200,Outright
TSLA.L,SD,2017-03-02,2017-03-02,ICP3103,Debit,2000,Outright
IBM.N,TD,2017-06-17,2017-06-20,ICP7443,Debit,700,Outright
AMZN.N,SD,2016-10-24,2016-10-24,ICP9072,Debit,700,Outright
GOOGL.OQ,SD,2016-12-04,2016-12-04,ICP6950,Debit,200,Outright
FB.N,SD,2017-05-28,2017-05-28,ICP5445,Credit,400,Outright
TSLA.L,TD,2016-05-08,2016-05-11,ICP7811,Credit,1900,Outright
F.OQ,TD,2017-04-17,2017-04-20,ICP9928,Credit,200,Outright
FB.L,SD,2016-11-22,2016-11-22,ICP3862,Debit,700,Outright
IBM.OQ,SD,2017-05-27,2017-05-27,ICP5190,Debit,400,Outright
APPL.N,TD,2016-12-05,2016-12-08,ICP0376,Credit,1700,Outright
DIS.L,TD,2017-04-21,2017-04-24,ICP3280,Debit,1800,Outright
DIS.N,SD,2017-12-04,2017-12-04,ICP2842,Debit,600,Outright
IBM.N,SD,2017-06-06,2017-06-06,ICP5736,Credit,1100,Outright
APPL.OQ,TD,2016-02-11,2016-02-14,ICP1669,Debit,1700,Outright
FB.OQ,SD,2017-03-16,2017-03-16,ICP0495,Credit,800,Outright
TSLA.OQ,TD,2017-03-28,2017-03-31,ICP9647,Credit,1000,Outright
IBM.L,SD,2017-01-09,2017-01-09,ICP2776,Credit,600,Outright
AMZN.N,SD,2017-03-14,2017-03-14,ICP6921,Debit,100,Outright
F.N,TD,2017-09-15,2017-09-18,ICP6635,Credit,1500,Outright
F.OQ,TD,2016-04-07,2016-04-10,ICP3460,Debit,1600,Outright
IBM.L,SD,2016-01-08,2016-01-08,ICP1719,Debit,1600,Outright
DIS.N,SD,2016-09-16,2016-09-16,ICP9482,Credit,1300,Outright
FB.L,TD,2017-12-01,2017-12-04,ICP3326,Credit,1500,Outright
IBM.L,TD,2017-05-28,2017-05-31,ICP9150,Credit,1400,Outright
GOOGL.L,TD,2016-01-21,2016-01-24,ICP0980,Debit,800,Outright
FB.L,TD,2016-02-20,2016-02-23,ICP5516,Debit,1200,Outright
FB.N,TD,2017-11-05,2017-11-08,ICP7333,Credit,1100,Outright
TSLA.OQ,SD,2017-04-21,2017-04-21,ICP5302,Credit,600,Outright
DIS.L,SD,2017-03-23,2017-03-23,ICP0996,Debit,1600,Outright
F.N,SD,2016-09-21,2016-09-21,ICP6293,Credit,900,Outright
AMZN.OQ,TD,2017-07-23,2017-07-26,ICP6543,Debit,1500,Outright
IBM.L,SD,2017-07-26,2017-07-26,ICP3530,Credit,1500,Outright
APPL.L,TD,2016-08-24,2016-08-27,ICP8750,Credit,1100,Outright
FB.OQ,SD,2016-06-07,2016-06-07,ICP0052,Credit,1200,Outright
IBM.OQ,TD,2016-01-27,2016-01-30,ICP1816,Debit,1300,Outright
DIS.OQ,TD,2016-08-17,2016-08-20,ICP7458,Debit,2000,Outright
APPL.N,SD,2016-11-02,2016-11-02,ICP0115,Credit,1100,Outright
FB.L,TD,2017-10-13,2017-10-16,ICP0972,Debit,1100,Outright
TSLA.N,TD,2017-04-25,2017-04-28,ICP7408,Debit,800,Outright
AMZN.OQ,SD,2016-05-05,2016-05-05,ICP1075,Credit,1400,Outright
F.N,TD,2017-05-26,2017-05-29,ICP8649,Credit,400,Outright
AMZN.OQ,TD,2017-01-08,2017-01-11,ICP5021,Credit,700,Outright
IBM.OQ,SD,2016-10-05,2016-10-05,ICP4151,Debit,300,Outright
FB.OQ,SD,2016-02-15,2016-02-15,ICP3057,Credit,200,Outright
FB.N,TD,2016-10-21,2016-10-24,ICP1171,Credit,1000,Outright
IBM.L,SD,2016-10-04,2016-10-04,ICP1872,Debit,500,Outright
FB.L,TD,2017-08-14,2017-08-17,ICP2996,Credit,500,Outright
IBM.OQ,SD,2016-03-28,2016-03-28,ICP9396,Debit,400,Outright
IBM.N,SD,2017-01-14,2017-01-14,ICP9520,Debit,200,Outright
GOOGL.L,SD,2016-09-19,2016-09-19,ICP9292,Debit,100,Outright
IBM.L,SD,2017-09-03,2017-09-03,ICP1664,Credit,700,Outright
F.L,SD,2016-06-02,2016-06-02,ICP4307,Debit,500,Outright
GOOGL.OQ,SD,2016-04-02,2016-04-02,ICP6204,Credit,1400,Outright
APPL.N,TD,2017-01-02,2017-01-05,ICP3058,Credit,1600,Outright
APPL.N,TD,2016-08-27,2016-08-30,ICP5754,Credit,1200,Outright
F.N,SD,2016-07-05,2016-07-05,ICP8086,Debit,1700,Outright
AMZN.OQ,SD,2017-02-28,2017-02-28,ICP4154,Credit,1000,Outright
F.L,SD,2017-11-02,2017-11-02,ICP7283,Credit,1900,Outright
AMZN.N,TD,2016-08-27,2016-08-30,ICP8033,Debit,700,Outright
APPL.OQ,SD,2017-12-28,2017-12-28,ICP7040,Credit,2000,Outright
APPL.OQ,SD,2016-09-23,2016-09-23,ICP6983,Credit,100,Outright
FB.OQ,TD,2017-07-02,2017-07-05,ICP3782,Debit,1900,Outright
GOOGL.L,SD,2016-12-04,2016-12-04,ICP5014,Debit,500,Outright
AMZN.L,SD,2017-12-14,2017-12-14,ICP7789,Credit,400,Outright
TSLA.OQ,SD,2016-01-13,2016-01-13,ICP0392,Debit,300,Outright
AMZN.L,SD,2016-04-16,2016-04-16,ICP2738,Credit,1600,Outright
AMZN.N,SD,2017-10-14,2017-10-14,ICP3136,Credit,200,Outright
GOOGL.N,SD,2016-11-19,2016-11-19,ICP9354,Debit,700,Outright
TSLA.N,SD,2017-04-21,2017-04-21,ICP6775,Credit,200,Outright
APPL.N,TD,2017-11-06,2017-11-09,ICP5115,Credit,1000,Outright
GOOGL.N,SD,2017-01-02,2017-01-02,ICP9531,Credit,600,Outright
IBM.N,SD,2017-11-15,2017-11-15,ICP5264,Debit,2000,Outright
AMZN.OQ,TD,2016-11-02,2016-11-05,ICP7562,Debit,2000,Outright
DIS.OQ,TD,2017-03-03,2017-03-06,ICP9329,Credit,1900,Outright
APPL.OQ,SD,2016-04-13,2016-04-13,ICP4096,Credit,1200,Outright
AMZN.N,SD,2017-03-25,2017-03-25,ICP4272,Credit,800,Outright
TSLA.L,SD,2016-08-23,2016-08-23,ICP3073,Debit,1500,Outright
DIS.OQ,SD,2016-09-09,2016-09-09,ICP1811,Credit,1600,Outright
DIS.L,SD,2017-12-07,2017-12-07,ICP3426,Debit,700,Outright
F.OQ,TD,2016-12-22,2016-12-25,ICP4704,Credit,100,Outright
TSLA.OQ,SD,2017-09-10,2017-09-10,ICP8107,Debit,300,Outright
F.N,SD,2017-07-25,2017-07-25,ICP5295,Credit,300,Outright
FB.OQ,SD,2016-10-10,2016-10-10,ICP8133,Debit,1000,Outright
FB.OQ,TD,2016-06-13,2016-06-16,ICP2878,Credit,1500,Outright
GOOGL.N,TD,2016-03-12,2016-03-15,ICP8828,Debit,700,Outright
AMZN.N,SD,2017-02-07,2017-02-07,ICP8161,Credit,1400,Outright
IBM.OQ,SD,2016-04-01,2016-04-01,ICP8978,Debit,1700,Outright
FB.L,SD,2016-02-07,2016-02-07,ICP4604,Credit,900,Outright
F.N,TD,2016-06-23,2016-06-26,ICP2959,Debit,200,Outright
TSLA.OQ,TD,2017-04-01,2017-04-04,ICP5307,Debit,1400,Outright
F.L,SD,2017-11-16,2017-11-16,ICP5909,Credit,700,Outright
TSLA.L,SD,2017-03-27,2017-03-27,ICP2569,Credit,1200,Outright
IBM.N,TD,2017-01-12,2017-01-15,ICP4812,Debit,1400,Outright
F.N,TD,2016-10-23,2016-10-26,ICP1100,Debit,2000,Outright
TSLA.OQ,SD,2017-09-01,2017-09-01,ICP9690,Credit,2000,Outright
GOOGL.L,TD,2016-07-12,2016-07-15,ICP4627,Debit,500,Outright
AMZN.N,TD,2017-09-12,2017-09-15,ICP0698,Debit,1200,Outright
APPL.N,TD,2017-01-02,2017-01-05,ICP1137,Debit,1300,Outright
GOOGL.N,SD,2017-03-28,2017-03-28,ICP0959,Credit,1500,Outright
GOOGL.OQ,TD,2017-12-27,2017-12-30,ICP3661,Debit,100,Outright
F.N,SD,2016-08-10,2016-08-10,ICP2086,Debit,400,Outright
TSLA.L,SD,2016-09-12,2016-09-12,ICP4985,Debit,1300,Outright
IBM.L,SD,2017-07-15,2017-07-15,ICP8862,Debit,1400,Outright
TSLA.OQ,TD,2017-08-18,2017-08-21,ICP5645,Debit,300,Outright
APPL.N,TD,2017-02-27,2017-03-02,ICP5888,Credit,2000,Outright
GOOGL.OQ,SD,2016-06-11,2016-06-11,ICP3272,Debit,900,Outright
APPL.L,TD,2016-05-02,2016-05-05,ICP6953,Credit,600,Outright
IBM.OQ,SD,2016-01-19,2016-01-19,ICP0527,Credit,100,Outright
AMZN.OQ,TD,2016-04-27,2016-04-30,ICP1065,Debit,1800,Outright
DIS.L,TD,2017-01-19,2017-01-22,ICP9584,Debit,1100,Outright
GOOGL.L,TD,2017-12-22,2017-12-25,ICP8126,Credit,1000,Outright
AMZN.OQ,TD,2016-11-11,2016-11-14,ICP7067,Debit,200,Outright
DIS.N,SD,2016-12-27,2016-12-27,ICP5835,Debit,600,Outright
APPL.L,SD,2017-05-18,2017-05-18,ICP9348,Credit,700,Outright
DIS.N,SD,2017-12-27,2017-12-27,ICP9424,Debit,2000,Outright
GOOGL.L,TD,2016-01-27,2016-01-30,ICP0233,Debit,1300,Outright
IBM.N,SD,2017-05-19,2017-05-19,ICP7799,Credit,1000,Outright
F.OQ,TD,2017-01-18,2017-01-21,ICP9717,Debit,400,Outright
APPL.OQ,TD,2016-07-06,2016-07-09,ICP9928,Credit,200,Outright
TSLA.L,TD,2016-09-13,2016-09-16,ICP9963,Debit,500,Outright
FB.L,TD,2016-10-05,2016-10-08,ICP9031,Credit,1400,Outright
FB.OQ,SD,2017-09-01,2017-09-01,ICP1810,Debit,900,Outright
GOOGL.L,SD,2017-03-16,2017-03-16,ICP4786,Credit,1000,Outright
AMZN.OQ,TD,2016-05-15,2016-05-18,ICP0641,Credit,1300,Outright
TSLA.L,SD,2016-01-19,2016-01-19,ICP6870,Debit,200,Outright
APPL.L,SD,2017-01-05,2017-01-05,ICP2688,Credit,1800,Outright
APPL.OQ,TD,2016-11-13,2016-11-16,ICP5301,Credit,400,Outright
AMZN.OQ,TD,2016-10-01,2016-10-04,ICP3803,Credit,1300,Outright
TSLA.N,TD,2017-04-09,2017-04-12,ICP8961,Debit,1500,Outright
IBM.L,SD,2017-12-18,2017-12-18,ICP7212,Debit,1700,Outright
TSLA.N,SD,2016-01-22,2016-01-22,ICP2838,Credit,1000,Outright
APPL.L,SD,2017-09-15,2017-09-15,ICP7529,Credit,1200,Outright
GOOGL.OQ,TD,2017-02-12,2017-02-15,ICP0846,Credit,1500,Outright
F.OQ,TD,2017-05-02,2017-05-05,ICP9355,Debit,700,Outright
APPL.L,TD,2017-06-23,2017-06-26,ICP8025,Credit,1500,Outright
APPL.N,TD,2016-09-20,2016-09-23,ICP0046,Credit,800,Outright
GOOGL.L,SD,2017-12-20,2017-12-20,ICP8734,Debit,1900,Outright
AMZN.L,TD,2016-08-22,2016-08-25,ICP7481,Credit,1700,Outright
GOOGL.N,TD,2016-12-15,2016-12-18,ICP5457,Credit,400,Outright
IBM.L,SD,2016-08-04,2016-08-04,ICP8697,Credit,1900,Outright
GOOGL.L,TD,2017-10-17,2017-10-20,ICP6040,Debit,1800,Outright
AMZN.N,TD,2016-09-17,2016-09-20,ICP8086,Credit,1700,Outright
AMZN.N,TD,2017-07-04,2017-07-07,ICP4715,Debit,1700,Outright
GOOGL.L,SD,2016-10-20,2016-10-20,ICP5441,Credit,1500,Outright
GOOGL.N,SD,2017-02-26,2017-02-26,ICP7918,Debit,2000,Outright
AMZN.N,SD,2016-11-04,2016-11-04,ICP0938,Credit,2000,Outright
TSLA.OQ,TD,2017-09-04,2017-09-07,ICP2801,Credit,300,Outright
FB.L,SD,2016-12-19,2016-12-19,ICP5709,Credit,1300,Outright
AMZN.N,SD,2017-04-05,2017-04-05,ICP7216,Credit,200,Outright
F.OQ,TD,2016-03-23,2016-03-26,ICP1982,Credit,500,Outright
FB.N,SD,2017-10-18,2017-10-18,ICP1632,Debit,1600,Outright
AMZN.OQ,TD,2016-11-12,2016-11-15,ICP4188,Credit,600,Outright
DIS.N,SD,2016-08-02,2016-08-02,ICP1568,Credit,1300,Outright
TSLA.L,SD,2017-08-21,2017-08-21,ICP6149,Credit,200,Outright
TSLA.OQ,TD,2017-05-07,2017-05-10,ICP0873,Debit,600,Outright
F.N,TD,2017-06-12,2017-06-15,ICP4591,Credit,400,Outright
F.L,TD,2017-07-04,2017-07-07,ICP8360,Debit,1300,Outright
APPL.L,SD,2016-04-02,2016-04-02,ICP0867,Debit,500,Outright
AMZN.L,SD,2017-03-18,2017-03-18,ICP9237,Credit,1100,Outright
F.N,SD,2017-11-19,2017-11-19,ICP7459,Credit,1300,Outright
TSLA.OQ,TD,2017-08-01,2017-08-04,ICP0477,Debit,2000,Outright
IBM.N,SD,2017-11-01,2017-11-01,ICP2524,Credit,1000,Outright
GOOGL.N,SD,2017-09-14,2017-09-14,ICP7417,Credit,1300,Outright
IBM.OQ,SD,2017-02-03,2017-02-03,ICP5765,Credit,1500,Outright
IBM.L,TD,2017-01-08,2017-01-11,ICP7882,Credit,400,Outright
IBM.N,SD,2017-07-17,2017-07-17,ICP7654,Debit,800,Outright
APPL.L,TD,2016-07-13,2016-07-16,ICP6159,Credit,700,Outright
AMZN.L,SD,2017-05-20,2017-05-20,ICP3924,Debit,1000,Outright
FB.OQ,SD,2016-09-13,2016-09-13,ICP9769,Debit,800,Outright
APPL.OQ,SD,2017-08-22,2017-08-22,ICP4624,Credit,800,Outright
TSLA.L,SD,2016-02-07,2016-02-07,ICP9713,Debit,1800,Outright
IBM.OQ,SD,2016-03-02,2016-03-02,ICP8336,Credit,1100,Outright
APPL.L,TD,2016-10-06,2016-10-09,ICP0345,Credit,1700,Outright
DIS.N,SD,2016-10-05,2016-10-05,ICP7769,Debit,1400,Outright
DIS.L,SD,2016-04-07,2016-04-07,ICP1908,Credit,1100,Outright
TSLA.L,SD,2017-05-12,2017-05-12,ICP3538,Debit,700,Outright
GOOGL.N,SD,2016-06-05,2016-06-05,ICP7271,Debit,1500,Outright
APPL.N,TD,2017-04-01,2017-04-04,ICP3260,Credit,400,Outright
APPL.L,TD,2017-05-28,2017-05-31,ICP8725,Credit,300,Outright
FB.OQ,TD,2017-04-01,2017-04-04,ICP7621,Credit,700,Outright
APPL.N,SD,2017-10-19,2017-10-19,ICP3843,Debit,1700,Outright
APPL.L,SD,2016-05-26,2016-05-26,ICP2223,Debit,1100,Outright
IBM.L,TD,2016-07-22,2016-07-25,ICP4536,Debit,1200,Outright
IBM.L,TD,2017-06-26,2017-06-29,ICP8065,Credit,1100,Outright
IBM.L,SD,2017-06-27,2017-06-27,ICP5569,Debit,100,Outright
F.N,TD,2017-05-14,2017-05-17,ICP4764,Credit,300,Outright
DIS.L,TD,2017-03-22,2017-03-25,ICP9057,Debit,1700,Outright
AMZN.L,SD,2017-09-28,2017-09-28,ICP7781,Debit,1100,Outright
APPL.N,SD,2016-11-16,2016-11-16,ICP7355,Debit,2000,Outright
F.N,SD,2017-12-04,2017-12-04,ICP1764,Debit,600,Outright
TSLA.OQ,SD,2017-12-01,2017-12-01,ICP0918,Credit,400,Outright
F.OQ,TD,2017-07-04,2017-07-07,ICP7596,Debit,1900,Outright
GOOGL.OQ,TD,2017-05-02,2017-05-05,ICP0485,Credit,800,Outright
IBM.OQ,TD,2017-03-03,2017-03-06,ICP3401,Credit,700,Outright
FB.OQ,TD,2016-05-17,2016-05-20,ICP3007,Credit,300,Outright
IBM.OQ,TD,2017-07-08,2017-07-11,ICP7084,Credit,400,Outright
APPL.N,SD,2016-03-18,2016-03-18,ICP3164,Credit,1500,Outright
APPL.N,TD,2016-08-19,2016-08-22,ICP9215,Debit,200,Outright
FB.OQ,TD,2017-01-06,2017-01-09,ICP9428,Credit,900,Outright
DIS.N,TD,2016-07-25,2016-07-28,ICP6763,Credit,200,Outright
GOOGL.OQ,SD,2016-10-18,2016-10-18,ICP0730,Debit,600,Outright
F.L,SD,2016-06-20,2016-06-20,ICP5474,Credit,1400,Outright
GOOGL.OQ,SD,2016-10-02,2016-10-02,ICP4964,Credit,300,Outright
DIS.L,SD,2016-10-15,2016-10-15,ICP1383,Credit,1000,Outright
F.OQ,SD,2016-05-14,2016-05-14,ICP7205,Credit,1700,Outright
F.N,TD,2017-07-18,2017-07-21,ICP9157,Debit,600,Outright
DIS.OQ,SD,2017-03-19,2017-03-19,ICP7502,Debit,1900,Outright
IBM.L,SD,2016-07-13,2016-07-13,ICP2950,Debit,1900,Outright
DIS.L,SD,2016-07-10,2016-07-10,ICP6053,Debit,1500,Outright
APPL.OQ,TD,2017-06-16,2017-06-19,ICP7893,Credit,200,Outright
DIS.L,SD,2016-05-02,2016-05-02,ICP9128,Debit,1800,Outright
GOOGL.L,SD,2017-06-17,2017-06-17,ICP2965,Debit,1700,Outright
IBM.L,SD,2016-08-07,2016-08-07,ICP9202,Credit,1600,Outright
DIS.L,SD,2017-09-13,2017-09-13,ICP5858,Debit,1000,Outright
FB.N,TD,2017-05-24,2017-05-27,ICP9357,Credit,1500,Outright
GOOGL.OQ,SD,2017-05-08,2017-05-08,ICP5589,Debit,1900,Outright
TSLA.N,TD,2016-04-27,2016-04-30,ICP2835,Credit,1400,Outright
DIS.N,TD,2017-02-11,2017-02-14,ICP3955,Debit,900,Outright
TSLA.OQ,SD,2017-04-16,2017-04-16,ICP9633,Credit,700,Outright
IBM.L,SD,2016-03-26,2016-03-26,ICP2834,Debit,200,Outright
DIS.OQ,TD,2017-06-22,2017-06-25,ICP5798,Credit,300,Outright
GOOGL.N,SD,2016-10-19,2016-10-19,ICP5264,Debit,500,Outright
GOOGL.N,SD,2016-04-14,2016-04-14,ICP3824,Credit,100,Outright
GOOGL.N,TD,2016-04-02,2016-04-05,ICP0727,Debit,1000,Outright
AMZN.OQ,SD,2017-11-02,2017-11-02,ICP8439,Debit,600,Outright
F.N,SD,2017-04-18,2017-04-18,ICP6338,Debit,1800,Outright
APPL.OQ,SD,2016-12-16,2016-12-16,ICP6881,Credit,1500,Outright
AMZN.OQ,SD,2017-04-23,2017-04-23,ICP5917,Credit,2000,Outright
GOOGL.N,SD,2016-11-12,2016-11-12,ICP8939,Credit,1800,Outright
DIS.N,TD,2016-03-01,2016-03-04,ICP4648,Credit,600,Outright
F.OQ,TD,2017-02-25,2017-02-28,ICP8161,Credit,1900,Outright
F.OQ,SD,2017-12-02,2017-12-02,ICP3334,Debit,1600,Outright
AMZN.OQ,SD,2017-03-04,2017-03-04,ICP2504,Debit,1900,Outright
GOOGL.N,SD,2017-09-17,2017-09-17,ICP9597,Debit,1500,Outright
GOOGL.L,TD,2017-11-23,2017-11-26,ICP6809,Credit,1600,Outright
F.OQ,TD,2016-12-20,2016-12-23,ICP3297,Debit,600,Outright
DIS.L,TD,2016-04-04,2016-04-07,ICP0547,Debit,1100,Outright
F.N,SD,2017-10-18,2017-10-18,ICP6100,Credit,500,Outright
APPL.N,SD,2017-07-26,2017-07-26,ICP9964,Debit,1100,Outright
AMZN.L,SD,2016-06-19,2016-06-19,ICP4905,Credit,300,Outright
DIS.N,TD,2017-04-26,2017-04-29,ICP7396,Debit,700,Outright
IBM.L,TD,2017-03-11,2017-03-14,ICP9692,Debit,1500,Outright
